timestamps,S1_PID_0B_IntakeManiAbsPress
0.0,28
0.20025000000001114,28
0.4002499999999998,28
0.600200000000001,28
0.8008000000000095,28
1.0007500000000107,28
1.2007499999999993,28
1.4005500000000097,28
1.6004500000000235,28
1.8010000000000161,28
1.9961000000000126,28
2.200550000000021,28
2.400650000000013,28
2.600500000000011,28
2.8005500000000154,28
3.0002500000000225,28
3.2002999999999986,28
3.4003000000000156,28
3.6003000000000043,28
3.8003000000000213,28
4.000799999999998,28
4.2003500000000145,28
4.400500000000022,28
4.596350000000001,28
4.800550000000015,28
5.000650000000007,28
5.200400000000002,28
5.400650000000013,28
5.6004500000000235,28
5.800450000000012,28
6.000500000000017,28
6.200550000000021,28
6.40055000000001,28
6.600600000000014,28
6.796450000000021,28
7.000799999999998,28
7.200550000000021,28
7.400599999999997,28
7.600549999999998,28
7.800750000000022,28
8.00060000000002,28
8.200600000000009,28
8.400650000000013,28
8.600700000000018,28
8.800600000000003,28
9.000650000000007,28
9.200700000000012,28
9.4007,28
9.600900000000024,28
9.800700000000006,28
10.00075000000001,28
10.20075,28
10.400750000000016,28
10.60080000000002,28
10.80095,28
11.000900000000001,28
11.200900000000019,28
11.401100000000014,28
11.601850000000013,28
11.796450000000021,28
12.000850000000014,28
12.201150000000013,28
12.400900000000007,28
12.600999999999999,29
12.800900000000013,29
13.001100000000008,28
13.20105000000001,28
13.400950000000023,28
13.601050000000015,28
13.801150000000007,29
14.001000000000005,28
14.201150000000013,28
14.401100000000014,28
14.601050000000015,28
14.797000000000025,29
15.00105000000002,29
15.2012,28
15.401100000000014,28
15.601350000000025,28
15.801150000000007,28
16.00125,28
16.201250000000016,28
16.402500000000003,28
16.601200000000006,28
16.80125000000001,28
17.00120000000001,28
17.201250000000016,28
17.401350000000008,28
17.601350000000025,28
17.801350000000014,27
18.001350000000002,27
18.201300000000003,27
18.40130000000002,27
18.60130000000001,27
18.80155000000002,27
19.001600000000025,28
19.201450000000023,28
19.402600000000007,27
19.601650000000006,27
19.8014,27
20.001400000000018,26
20.201700000000017,27
20.4015,27
20.601550000000003,28
20.80155000000002,28
21.001650000000012,30
21.201700000000017,38
21.401600000000002,41
21.60160000000002,40
21.801500000000004,38
22.00150000000002,38
22.201550000000026,38
22.401550000000015,38
22.60160000000002,39
22.80170000000001,38
23.001600000000025,36
23.19765000000001,35
23.401650000000018,34
23.60160000000002,34
23.801650000000024,33
24.001800000000003,33
24.201700000000017,32
24.401700000000005,32
24.601700000000022,32
24.80170000000001,32
25.0017,33
25.20180000000002,34
25.40180000000001,35
25.60175000000001,35
25.801800000000014,34
26.001800000000003,35
26.201850000000007,36
26.40180000000001,36
26.60220000000001,35
26.80185,35
27.00185000000002,35
27.201900000000023,34
27.397500000000008,33
27.6019,33
27.801950000000005,34
28.001950000000022,33
28.201999999999998,32
28.40195,34
28.602000000000004,42
28.80200000000002,43
29.00200000000001,42
29.202050000000014,44
29.402050000000003,44
29.60205000000002,44
29.80205000000001,43
30.002050000000025,43
50.999300000000005,25
51.20365000000001,23
51.40380000000002,22
51.603650000000016,22
51.80355,22
52.003750000000025,22
52.20360000000002,25
52.40360000000001,31
52.6045,37
52.803650000000005,40
53.00365000000002,40
53.203700000000026,41
53.403700000000015,41
53.6037,41
53.803800000000024,40
54.00385,33
54.203750000000014,29
54.403850000000006,25
54.60375000000002,22
54.80375000000001,21
55.00380000000001,21
55.2038,21
55.405100000000004,23
55.60385000000002,25
55.80385000000001,26
56.00385,27
56.203900000000004,27
56.40390000000002,27
56.60390000000001,27
56.80390000000003,31
57.003900000000016,35
57.20395000000002,36
57.40395000000001,38
57.604150000000004,45
57.804,46
58.00400000000002,45
58.20525000000001,44
58.404150000000016,41
58.60405,41
58.80420000000001,41
59.00415000000001,41
59.20410000000001,39
59.40410000000003,37
59.60410000000002,33
59.80430000000001,31
60.00415000000001,28
60.204200000000014,25
60.404150000000016,22
60.604450000000014,22
60.80420000000001,22
61.00425000000001,22
61.20430000000002,36
61.40435000000002,58
61.60425000000001,74
61.804250000000025,84
62.00425000000001,83
62.20430000000002,84
62.404300000000006,85
62.60430000000002,86
62.80430000000001,86
63.00435000000002,84
63.204350000000005,84
63.40435000000002,84
63.60465000000002,83
63.804400000000015,84
64.0044,84
64.20445000000001,85
64.40445000000003,86
64.60455000000002,86
64.80465000000001,87
65.00450000000001,88
65.20460000000003,89
65.40465,89
65.60465000000002,87
65.80475000000001,84
66.00470000000001,83
66.20455000000001,84
66.40455000000003,85
66.6046,86
66.80035000000001,86
67.00495000000001,89
67.20465000000002,90
67.40465,89
67.60475000000002,87
67.80465000000001,84
68.00480000000002,82
68.2048,82
68.40480000000002,81
68.60475000000002,80
68.80475000000001,79
69.00480000000002,79
69.20500000000001,57
69.405,36
69.60495,31
69.80500000000004,26
70.00480000000002,24
70.20490000000004,25
70.40485000000004,22
70.60490000000001,22
70.80500000000004,24
71.00495000000004,28
71.20500000000001,38
71.405,41
71.60495,35
71.80109999999999,36
72.00505000000001,39
72.20500000000001,55
72.405,82
72.60499999999999,87
72.80500000000004,95
73.00515000000004,97
73.20515000000003,98
73.40504999999999,98
73.60505000000003,98
73.80510000000001,98
74.0051,98
74.20515000000003,98
74.40535000000003,98
74.60515000000001,98
74.80530000000002,98
75.00534999999999,98
75.20520000000002,98
75.40549999999999,98
75.6052,98
75.80520000000004,98
76.00520000000003,98
76.20540000000003,98
76.40545,98
76.60530000000003,98
76.80525000000003,98
77.00525000000002,98
77.20545000000001,97
77.40540000000001,97
77.60535000000002,97
77.80535,97
78.00534999999999,97
78.20540000000003,97
78.40540000000001,97
78.6054,97
78.80539999999999,98
79.00545000000002,98
79.20545000000001,98
79.40560000000002,98
79.60555000000002,98
79.8013,98
80.00560000000004,94
80.20575,91
80.40555000000003,80
80.60560000000001,70
80.80565000000004,73
81.00575,74
81.20570000000001,74
81.40575000000004,77
81.60560000000001,79
81.80570000000003,80
82.00585000000004,82
82.20565000000002,84
82.40565000000001,84
82.60570000000004,85
82.80570000000003,85
83.00590000000003,85
83.20585000000003,85
83.40605000000002,86
83.60600000000002,86
83.80575000000002,86
84.00575,86
84.20590000000001,86
84.40580000000003,86
84.6061,86
84.80584999999999,86
85.006,85
85.20610000000002,85
85.40600000000003,85
85.60589999999999,85
85.80620000000002,85
86.006,85
86.2062,85
86.40600000000003,85
86.60595000000004,84
86.80595000000002,84
87.0062,84
87.20630000000003,84
87.40625000000003,84
87.60605000000001,83
87.80605,83
88.00615000000002,82
88.20615000000001,82
88.40610000000001,81
88.6063,80
88.80610000000004,52
89.00625,34
89.2064,25
89.40635,23
89.6063,26
89.80620000000002,26
90.00640000000001,25
90.20625000000004,25
90.40630000000002,27
90.60640000000004,26
90.80625,24
91.00635000000003,25
91.20655000000002,29
91.40665000000004,30
91.60640000000004,31
91.80635000000004,32
92.00630000000004,40
92.20660000000001,47
92.40645000000004,53
92.60665000000003,55
92.80645000000001,55
93.00649999999999,55
93.20644999999999,55
93.40645000000004,55
93.60645000000002,51
93.80655000000004,43
94.00665000000001,33
94.20655000000002,24
94.40650000000002,21
94.60650000000001,21
94.8065,24
95.00649999999999,25
95.20665,25
95.4066,25
95.60665000000003,25
95.80685000000003,25
96.00660000000002,25
96.20665,25
96.4068,25
96.60685000000004,25
96.80675,25
97.0069,25
97.20670000000004,26
97.4068,26
97.60670000000002,26
97.80675,27
98.00685000000001,27
98.20700000000002,28
98.40675000000002,28
98.60685000000004,28
98.80690000000001,28
99.00710000000001,29
99.20685,29
99.40690000000004,29
99.60690000000002,29
99.80685000000003,29
100.00705000000002,29
100.20689999999999,29
100.40715000000003,29
100.607,29
100.80730000000003,29
101.00715,29
101.2073,29
101.40720000000002,29
101.6072,29
101.80700000000004,29
102.00725000000003,29
102.20720000000003,29
102.40720000000002,29
102.60730000000004,29
102.80710000000002,29
103.00735,29
103.20740000000004,29
103.40740000000002,29
103.60730000000004,29
103.8072,29
104.00745000000003,29
104.20740000000004,29
104.40790000000001,29
104.60825000000003,29
104.80730000000003,31
105.00805,34
105.20734999999999,33
105.40755000000004,30
105.60750000000004,29
105.8074,29
106.00815000000003,31
106.20755,33
106.40760000000003,35
106.60845000000003,36
106.80755000000002,35
107.00825,34
107.20850000000004,35
107.40810000000002,35
107.60825000000003,35
107.8081,35
108.00829999999999,37
108.20840000000001,37
108.40855000000002,36
108.60825000000003,36
108.80315000000004,37
109.00835000000004,36
109.20750000000001,35
109.40800000000004,34
109.60755000000003,34
109.8083,34
110.00845000000001,34
110.20830000000004,33
110.40830000000003,34
110.60845000000003,35
110.80820000000003,34
129.00885000000002,86
129.20905000000002,82
129.40915000000004,75
129.60910000000004,76
129.80895,74
130.0103,68
130.20920000000004,62
130.40900000000002,49
130.60920000000002,39
130.81045000000003,38
131.00930000000002,43
131.2093,49
131.40940000000003,58
131.60905,71
131.80910000000003,76
132.01025,77
132.20915,77
132.40920000000003,71
132.60925,66
132.80915000000002,63
133.0103,46
133.20945000000003,29
133.40940000000003,28
133.60920000000002,28
133.8092,27
134.0092,26
134.20925000000003,25
134.40925000000001,26
134.60930000000005,27
134.80955000000003,29
135.00925000000004,32
135.20940000000004,41
135.4095,73
135.60955000000004,88
135.8097,92
136.00945000000004,91
136.2096,91
136.40940000000003,92
136.60940000000002,91
136.8094,92
137.00950000000003,91
137.20945000000003,90
137.40970000000002,88
137.60945,84
137.80980000000002,81
138.00950000000003,77
138.20955,74
138.40955,73
138.6095,72
138.80980000000002,72
139.00955000000002,62
139.20975,29
139.40970000000002,27
139.6097,26
139.80965,25
140.01005,24
140.20970000000003,27
140.4104,36
140.60975,41
140.80995000000004,41
141.0098,39
141.20985000000005,44
141.40985000000003,41
141.60975,37
141.8099,37
142.00975000000003,47
142.20985000000005,54
142.40980000000005,55
142.61005000000003,57
142.80980000000002,60
143.0098,61
143.20985000000005,61
143.41025000000005,62
143.6099,62
143.81015,63
144.01000000000002,59
144.21005,62
144.41010000000003,64
144.60605,64
144.81015,64
145.01020000000003,64
145.21025,64
145.41005000000004,64
145.60640000000004,64
145.81000000000003,64
146.01005,64
146.21010000000004,64
146.41065,47
146.6102,36
146.81020000000004,30
147.01015000000004,26
147.21015000000003,26
147.41015000000002,25
147.61015,25
147.81015,26
148.01130000000003,31
148.21030000000005,30
148.4102,28
148.6102,29
148.81025000000002,34
149.01025,40
149.21030000000005,42
149.41030000000003,43
149.61030000000002,44
149.8103,44
150.01035000000005,44
150.21040000000002,45
150.4104,47
150.61050000000003,48
150.81050000000002,47
151.0105,47
151.21055000000004,47
151.41055000000003,47
151.61045000000004,49
151.81070000000003,49
152.01045000000002,42
152.21060000000003,35
152.41065,24
152.61050000000003,23
152.8106,22
153.0105,25
153.21065000000002,26
153.41060000000002,26
153.6106,26
153.8106,26
154.0107,26
154.2109,26
154.41075000000004,26
154.61065,26
154.81065000000004,26
155.0107,26
155.21080000000003,26
155.41070000000005,26
155.61070000000004,26
155.81070000000003,26
156.01105000000004,26
156.21080000000003,26
156.41075000000004,26
156.61075000000002,26
156.81090000000003,26
157.01080000000005,26
157.21095,26
157.41100000000003,26
157.61155,27
157.81110000000004,27
158.01085000000003,27
158.21095,27
158.4109,27
158.61095000000003,27
158.81095000000002,27
159.01095,27
159.21155000000002,27
159.41105000000002,27
159.61100000000002,27
159.811,27
160.01130000000003,27
160.21105000000003,27
160.4111,27
160.61115000000004,27
160.81140000000002,27
161.01115000000001,29
161.21110000000002,27
161.41120000000004,27
161.61125,27
161.81125,28
162.0112,28
162.21120000000005,28
162.41120000000004,28
162.61120000000003,31
162.8112,37
163.0114,42
163.21125000000004,41
163.4113,38
163.61165000000003,37
163.81125,37
164.01130000000003,36
164.21135,36
164.41135,35
164.6113,34
164.81135000000003,33
165.01135000000002,33
165.2114,32
165.41140000000004,31
165.61140000000003,32
165.81145,32
166.01145,33
166.21145000000004,39
166.41145000000003,45
166.61145000000002,44
166.8115,47
167.01150000000004,46
167.21155000000002,46
167.41150000000002,45
167.61155,46
168.01155000000003,46
168.2116,46
168.4116,45
168.61160000000004,45
168.81160000000003,45
169.01160000000002,46
169.21165000000005,45
169.41170000000002,45
169.6117,45
169.8117,45
170.01170000000005,44
170.21175000000002,44
170.41175,44
170.61180000000004,44
175.21235000000004,86
175.41210000000004,85
175.61230000000003,90
175.81235,87
176.0121,84
176.21225,77
176.41230000000004,69
176.61225000000005,65
176.8124,65
177.01220000000004,62
177.21225,60
177.41285000000002,55
177.61235000000002,33
177.81245000000004,22
178.01225000000002,22
178.21240000000003,23
178.41335,23
178.6124,26
178.81230000000002,27
179.0123,27
179.2125,26
179.41240000000002,26
179.6124,27
179.8124,25
180.01240000000004,27
180.21245000000002,32
180.41370000000003,80
180.61270000000005,96
180.8126,96
181.01255,96
181.21260000000004,96
181.41320000000005,95
181.61250000000004,94
181.81250000000003,92
182.01255,89
182.21265000000002,87
182.41275000000005,84
182.61275000000003,80
182.81270000000004,79
183.01260000000005,77
183.21265000000002,76
183.41265,75
183.61265,74
183.81275000000002,74
184.0128,69
184.21275,29
184.41295,24
184.61295000000004,24
184.81285,25
185.013,25
185.21290000000002,25
185.41280000000003,25
185.61280000000002,27
185.8128,24
186.0128,24
186.21285000000003,27
186.41310000000001,30
186.6129,31
186.81410000000002,59
187.01285000000004,88
187.21290000000002,97
187.41295,97
187.61295000000004,96
187.81305,96
188.01295000000002,95
188.21300000000005,95
188.41325000000003,95
188.61300000000003,96
188.81335000000004,97
189.01305000000005,97
189.21330000000003,96
189.41315,96
189.6133,95
189.81305,95
190.01310000000004,94
190.2132,93
190.41315,92
190.61325000000002,90
190.81325,90
191.0132,89
191.21330000000003,88
191.41330000000002,88
191.61335,50
191.81325,23
192.01340000000002,23
192.21330000000003,24
192.41355000000001,23
192.6133,23
192.8133,24
193.01330000000004,25
193.21355000000003,23
193.41335,28
193.61350000000002,30
193.81335000000004,31
194.01335000000003,33
194.2134,61
194.4145,83
194.61345000000003,93
194.8137,95
195.01345,95
195.21365,95
195.41350000000003,95
195.61350000000002,95
195.81455000000003,94
196.01375000000004,94
196.21355000000003,94
196.41365000000005,93
196.61355,93
196.81355000000005,93
197.01355000000004,93
197.21375000000003,93
197.41370000000003,92
197.61365000000004,92
197.8137,92
198.01365,92
198.21370000000005,92
198.41370000000003,92
198.61370000000002,94
198.81385000000003,87
199.01375000000004,80
199.21375000000003,84
199.41395000000003,84
199.61375,84
199.81380000000004,88
200.01380000000003,89
200.21405000000001,90
200.41385,91
200.61395000000002,91
200.81410000000002,91
201.01395000000005,91
201.21400000000003,91
201.41405,91
201.61495000000005,91
201.81395,90
202.0139,90
202.21395000000004,80
202.41420000000002,75
202.614,72
202.81400000000005,73
203.01400000000004,74
203.21405000000001,74
203.41405,73
203.61405000000005,54
203.81405000000004,40
204.01405000000003,29
204.2141,22
204.41515,21
204.61410000000004,21
204.81435000000002,24
205.01440000000005,25
205.2143,26
205.41420000000002,32
205.6142,38
205.81445000000005,43
206.01420000000005,52
206.21425000000002,51
206.4145,48
206.61435000000003,54
206.81425000000004,75
207.01435,82
207.2143,89
207.41425,92
207.61430000000004,92
207.81435000000002,92
208.01435,91
208.21440000000004,90
208.41440000000003,89
208.61440000000002,88
208.8144,88
209.01450000000003,88
209.21445000000003,89
209.41445000000002,88
209.61445,88
209.81450000000004,88
210.01450000000003,89
210.21450000000002,88
210.41480000000004,88
210.61460000000002,87
210.81465,87
211.01465000000005,87
211.21470000000002,87
211.4147,86
211.61460000000002,85
211.8146,86
212.0146,86
212.21465000000003,86
212.41465000000002,85
212.61475000000004,85
212.81470000000004,85
213.01490000000004,85
213.21485000000004,85
213.41475,83
213.61475000000004,83
213.81475000000003,83
214.01485,83
214.215,83
214.41480000000004,83
214.61480000000003,83
214.81480000000002,84
215.01495000000003,84
215.21485000000004,83
215.41490000000002,83
215.6149,83
215.81505,83
216.01515000000003,82
216.21495000000002,66
216.41495,52
216.61505000000002,45
216.81505,38
217.01500000000001,36
217.215,36
217.41510000000002,37
217.61500000000004,37
217.81505,37
218.01515000000003,37
218.21510000000004,38
218.41505000000004,38
218.6151,38
218.8151,38
219.01510000000005,39
219.21580000000003,40
219.41515,40
219.61525000000003,40
219.81515000000005,40
220.01515000000003,40
220.21525,40
220.41525000000004,40
220.61535,39
220.81550000000001,39
221.0153,39
221.21540000000002,39
221.4154,39
221.61540000000005,39
221.81540000000004,39
222.01540000000003,39
222.21535000000003,42
222.41535000000002,41
222.61550000000003,42
222.81640000000002,42
223.01535000000004,42
223.21540000000002,42
223.41545000000005,42
223.61545000000004,41
223.81545000000003,40
224.01545000000002,40
224.21565,40
224.4156,40
224.61550000000003,41
224.81560000000005,41
225.01555000000005,41
225.21555000000004,44
225.4156,43
225.61595000000003,44
225.81580000000005,44
226.01560000000003,44
226.21565,44
226.41590000000005,44
226.61565000000004,43
226.81565000000003,42
227.01575,42
227.2157,42
227.41585,42
227.6158,42
227.81595000000002,42
228.01590000000002,42
228.21575000000004,44
228.41575000000003,44
228.61610000000005,44
228.81580000000005,44
229.01595,44
229.21585000000002,44
229.41590000000005,44
229.61585000000005,42
229.81585000000004,40
230.01585000000003,33
230.21595000000005,24
230.41600000000003,22
230.616,22
230.81595000000002,27
231.01605000000004,28
231.2161,28
231.4161,28
231.61610000000005,27
231.81645,28
232.01615,28
232.21605000000002,27
232.41605,28
232.61615000000003,28
232.81605000000005,28
233.01610000000002,28
233.2161,28
233.41615000000004,28
233.61615000000003,28
233.81615000000002,28
234.01615,28
234.21675000000002,28
234.41645000000003,28
234.61630000000005,28
234.8162,28
235.01630000000003,28
235.21625000000003,28
235.41625000000002,28
235.61625,28
235.81630000000004,28
236.01630000000003,28
236.21640000000005,28
236.41635000000005,28
236.61635000000004,28
236.81645,28
237.01685,28
237.21640000000005,28
237.41640000000004,28
237.61640000000003,28
237.81665,28
238.0164,28
238.21645000000004,28
238.41645000000003,28
238.61675000000005,28
238.81650000000005,28
239.01650000000004,28
239.21745,28
239.41655,28
239.61655000000005,28
239.81655000000003,28
240.01655000000002,28
240.2166,28
240.41665000000003,28
240.61665000000002,28
240.81675000000004,28
241.01680000000002,28
241.2168,28
241.41675,28
241.61695,28
241.81680000000003,28
242.01670000000004,28
242.21685000000005,28
242.41685000000004,28
242.61675000000005,28
242.81695000000005,28
243.01685,28
243.21775000000005,28
243.41695,28
243.61680000000004,28
243.81685000000002,28
244.01685,28
244.21690000000004,28
244.41690000000003,28
244.61690000000002,28
244.81775000000002,28
245.01720000000003,28
245.2177,28
245.41770000000005,28
245.61770000000004,28
245.81770000000003,28
246.01775,28
246.21780000000004,28
246.41715000000002,28
246.61785,28
246.81785000000005,28
247.01790000000003,28
247.21735000000004,28
247.41785000000002,28
247.61795000000004,28
247.81785000000005,28
248.01790000000003,28
248.21810000000002,28
248.41715000000002,28
248.61795000000004,28
248.81790000000004,28
249.01790000000003,28
249.21795,28
249.41795000000005,28
249.61790000000005,28
249.81790000000004,28
250.01790000000003,28
250.21785000000003,28
250.4179,28
250.61820000000003,28
250.81785000000005,28
251.01790000000003,29
251.2177,28
251.41765,28
251.61765000000005,28
251.81740000000005,28
252.01810000000003,28
252.21765000000002,28
252.4181,28
252.61765000000005,28
252.81765000000004,29
253.0175,29
253.21760000000003,29
253.4179,29
253.61765000000005,29
253.81765000000004,29
254.01795,29
254.2177,29
254.41765,29
254.6176,29
254.81765000000004,29
255.01765000000003,29
255.21775000000005,29
255.41765,29
255.61765000000005,29
255.81770000000003,29
256.0177,29
256.21785,29
256.41785000000004,29
256.61775,29
256.81775000000005,29
257.01775,29
257.2178,29
257.41780000000006,29
257.6179000000001,29
257.81780000000003,29
258.0178000000001,29
258.21795,29
258.4181,29
258.61805000000004,29
258.8179,29
259.01800000000003,29
259.2179,29
259.41795,29
259.61915,29
259.81815000000006,29
260.01795000000004,29
260.2180000000001,29
260.418,29
260.6181,29
260.8181000000001,29
261.01815,29
261.21825,29
261.41835000000003,29
261.6182,29
261.8181000000001,29
262.0181,29
262.21815000000004,29
262.4181500000001,29
262.6183500000001,29
262.81815000000006,29
263.0182,29
263.2182,29
263.41830000000004,29
263.6182,29
263.81825000000003,29
264.019,29
264.21855000000005,29
264.41830000000004,29
264.6183500000001,29
264.8183,29
265.01830000000007,29
265.2191,29
265.41835000000003,28
265.6183500000001,28
265.8184,28
266.01835000000005,29
266.2184,29
266.41865000000007,28
266.61845000000005,28
266.81845,28
267.01845000000003,28
267.21850000000006,28
267.4185,28
267.6186,28
267.81875,28
268.0185,28
268.21875,28
268.41855,28
268.61855,27
268.8185500000001,28
269.0186,29
269.21860000000004,28
269.41865000000007,28
269.61865,27
269.81865000000005,27
270.01865,28
270.2187,28
270.41910000000007,28
270.6188000000001,28
270.81885,28
271.01875000000007,29
271.21885,31
271.41885,33
271.6188000000001,35
271.81905000000006,36
272.01880000000006,38
272.2191,39
272.41880000000003,40
272.61885000000007,41
272.81885,40
273.01885000000004,38
273.2189000000001,37
273.4189,36
273.61890000000005,35
273.8189,36
274.01890000000003,35
274.21895000000006,35
274.41895,35
274.61905,33
274.81910000000005,33
275.019,32
275.21900000000005,38
275.4190500000001,44
275.61905,44
