timestamps,S1_PID_11_ThrottlePosition
0.0,16.86288
0.2002000000000237,16.86288
0.4001500000000249,16.86288
0.6000999999999976,16.86288
0.800750000000022,16.86288
1.0005000000000166,16.86288
1.2005000000000052,16.86288
1.4004500000000064,16.86288
1.600500000000011,16.86288
1.800200000000018,16.86288
2.0005000000000166,16.86288
2.200450000000018,16.86288
2.4004500000000064,16.86288
2.6004000000000076,16.86288
2.800450000000012,16.86288
3.000150000000019,16.86288
3.2002000000000237,16.86288
3.4002499999999998,16.86288
3.600250000000017,16.86288
3.8002500000000055,16.86288
4.0002500000000225,16.86288
4.200299999999999,16.86288
4.400400000000019,16.86288
4.601150000000018,16.86288
4.800300000000021,16.86288
5.000400000000013,16.86288
5.2003500000000145,16.86288
5.400400000000019,16.86288
5.600400000000008,16.86288
5.800450000000012,16.86288
5.996100000000013,16.86288
6.196400000000011,16.86288
6.400450000000006,16.86288
6.600549999999998,16.86288
6.8016500000000235,16.86288
7.000450000000001,16.86288
7.2006000000000085,16.86288
7.396500000000003,16.86288
7.600800000000021,16.86288
7.800550000000015,16.86288
8.000500000000017,16.86288
8.200550000000021,16.86288
8.40055000000001,16.86288
8.600650000000002,16.86288
8.800600000000003,16.86288
9.000700000000023,16.86288
9.200650000000024,16.86288
9.400650000000013,17.25504
9.600650000000002,16.86288
9.800750000000022,16.86288
10.000650000000007,16.86288
10.20075,16.86288
10.4007,16.86288
10.601050000000015,17.25504
10.801000000000016,17.25504
11.000799999999998,17.25504
11.200850000000003,17.25504
11.40085000000002,17.25504
11.601050000000015,17.25504
11.800850000000025,17.25504
12.000799999999998,17.25504
12.200850000000003,17.25504
12.400950000000023,17.25504
12.600850000000008,17.25504
12.800850000000025,17.25504
13.00105000000002,17.25504
13.200900000000019,17.25504
13.400900000000007,17.25504
13.600900000000024,17.25504
13.80110000000002,17.25504
14.000950000000017,17.25504
14.201000000000022,17.25504
14.401049999999998,17.25504
14.601250000000022,17.25504
14.801000000000016,17.25504
15.001100000000008,17.25504
15.20105000000001,17.25504
15.397250000000014,17.25504
15.602249999999998,17.25504
15.80125000000001,17.25504
16.001150000000024,17.25504
16.197250000000025,17.25504
16.401250000000005,17.25504
16.60115000000002,17.25504
16.801150000000007,17.25504
17.00125,17.25504
17.201300000000003,17.25504
17.401400000000024,17.25504
17.601350000000025,17.25504
17.801299999999998,17.25504
18.001450000000006,17.25504
18.201250000000016,17.25504
18.401250000000005,17.25504
18.601350000000025,17.6472
18.80125000000001,17.25504
19.001350000000002,16.47072
19.201300000000003,16.07856
19.401350000000008,15.29424
19.60130000000001,14.90208
19.801299999999998,12.54912
20.001350000000002,13.33344
20.201400000000007,13.33344
20.401400000000024,13.33344
20.601400000000012,12.94128
20.801450000000017,13.7256
21.00150000000002,15.29424
21.201550000000026,14.90208
21.401550000000015,14.11776
21.601550000000003,13.7256
21.801450000000017,13.7256
22.00150000000002,14.11776
22.20150000000001,14.11776
22.4015,14.509920000000001
22.601500000000016,14.11776
22.80155000000002,13.7256
23.00155000000001,13.7256
23.201600000000013,13.7256
23.401600000000002,13.7256
23.60160000000002,13.7256
23.801800000000014,13.33344
24.001600000000025,13.33344
24.20165,13.33344
24.40175000000002,13.33344
24.601950000000016,13.33344
24.801650000000024,13.7256
25.00185000000002,13.7256
25.201700000000017,14.11776
25.40180000000001,13.7256
25.601700000000022,13.33344
25.802100000000024,14.11776
26.001750000000015,14.509920000000001
26.201750000000004,13.7256
26.40180000000001,13.7256
26.601800000000026,13.7256
26.801800000000014,13.7256
27.001800000000003,13.33344
27.201850000000007,13.33344
27.401850000000024,13.7256
27.601850000000013,14.11776
27.801950000000005,13.33344
28.001900000000006,13.33344
28.201900000000023,13.7256
28.402150000000006,16.07856
28.601950000000016,15.29424
28.801950000000005,14.90208
29.001950000000022,15.29424
29.202000000000027,14.90208
29.402000000000015,15.29424
29.602000000000004,14.509920000000001
29.80200000000002,14.509920000000001
50.80355,13.33344
50.9992,13.7256
51.20355000000001,12.54912
51.40360000000001,12.94128
51.603500000000025,12.94128
51.803650000000005,12.94128
52.00355000000002,14.509920000000001
52.20365000000001,16.47072
52.403550000000024,16.47072
52.60355000000001,16.47072
52.80360000000002,16.07856
53.003900000000016,16.07856
53.2038,16.07856
53.40365000000003,16.07856
53.603650000000016,15.6864
53.80375000000001,14.509920000000001
54.003750000000025,14.509920000000001
54.2038,14.11776
54.403700000000015,13.33344
54.60380000000001,12.94128
54.80375000000001,13.33344
55.00395,13.33344
55.203750000000014,13.33344
55.40390000000002,14.509920000000001
55.60380000000001,14.509920000000001
55.803800000000024,14.509920000000001
56.00380000000001,14.509920000000001
56.2038,14.509920000000001
56.403850000000006,14.11776
56.60385000000002,15.6864
56.80385000000001,16.07856
57.00385000000003,16.07856
57.203900000000004,15.6864
57.40390000000002,18.43152
57.60405,17.6472
57.804,17.25504
58.004200000000026,17.6472
58.20395000000002,16.47072
58.404000000000025,16.86288
58.60400000000001,16.86288
58.804,16.86288
59.00400000000002,16.47072
59.204050000000024,16.07856
59.40405000000001,15.29424
59.60405,14.90208
59.80405000000002,14.11776
60.00410000000002,13.33344
60.20410000000001,12.54912
60.40455,12.94128
60.604150000000004,12.94128
60.80420000000001,12.94128
61.005300000000005,16.07856
61.204350000000005,20.39232
61.404300000000006,21.17664
61.60420000000002,22.35312
61.80445,21.5688
62.00415000000001,21.96096
62.20425,21.5688
62.40425000000002,22.74528
62.60435000000001,21.96096
62.80540000000002,21.96096
63.00425000000001,21.5688
63.20430000000002,21.96096
63.404300000000006,21.5688
63.604600000000005,21.96096
63.80435000000003,21.96096
64.00435000000002,21.5688
64.20435,23.529600000000002
64.40440000000001,23.92176
64.6055,24.31392
64.80445,25.88256
65.00460000000001,26.66688
65.20455000000001,28.62768
65.40455000000003,28.62768
65.6046,28.23552
65.80465000000001,27.84336
66.00560000000002,27.84336
66.20450000000002,28.23552
66.40455000000003,28.23552
66.60455000000002,29.019840000000002
66.80455,30.98064
67.00455000000002,31.764960000000002
67.20500000000001,32.15712
67.40460000000002,30.98064
67.6046,29.80416
67.80470000000003,29.019840000000002
68.00480000000002,28.62768
68.20465000000002,28.62768
68.40085000000002,28.62768
68.60480000000001,28.62768
68.8049,28.62768
69.00480000000002,27.05904
69.20474999999999,12.94128
69.40095000000002,16.07856
69.60475000000002,15.29424
69.80475000000001,14.90208
70.00495000000001,14.509920000000001
70.20480000000003,12.15696
70.40480000000002,12.54912
70.60490000000004,13.33344
70.80490000000003,12.94128
71.00490000000002,15.29424
71.20495,15.6864
71.4051,16.07856
71.60490000000004,15.29424
71.805,16.07856
72.00490000000002,18.82368
72.20495,21.17664
72.40495000000004,23.529600000000002
72.60555,31.764960000000002
72.80510000000004,45.0984
73.00510000000003,55.68672
73.20505000000003,60.00048
73.4051,65.09856
73.60505,62.35344
73.805,61.56912
74.00505000000004,61.56912
74.20505000000003,61.96128
74.4051,62.35344
74.6051,62.7456
74.80510000000004,62.7456
75.00510000000003,63.13776
75.20530000000002,63.529920000000004
75.40514999999999,63.529920000000004
75.60534999999999,64.31424
75.80625000000003,64.31424
76.00530000000003,64.31424
76.20519999999999,64.7064
76.40530000000001,65.09856
76.60520000000002,70.98096
76.80525,68.628
77.00524999999999,59.21616
77.20530000000002,55.294560000000004
77.40525000000002,53.33376
77.60590000000002,51.76512
77.80529999999999,51.76512
78.00540000000001,52.15728
78.20535000000001,53.33376
78.40545000000003,55.68672
78.60560000000004,60.39264
78.80540000000002,64.31424
79.00545,82.74576
79.2054,82.74576
79.40540000000004,81.96144
79.60545000000002,82.74576
79.80555000000004,59.60832
80.00565,38.43168
80.20550000000003,31.3728
80.40565000000004,25.09824
80.60590000000002,24.70608
80.80565000000001,24.70608
81.00560000000002,24.31392
81.20570000000004,25.09824
81.40565000000004,25.88256
81.60555,26.66688
81.80565000000001,27.84336
82.00560000000002,29.019840000000002
82.20570000000004,29.80416
82.40570000000002,30.19632
82.60565000000003,30.58848
82.8057,30.58848
83.00565,30.98064
83.20575000000002,31.764960000000002
83.40590000000003,31.764960000000002
83.60570000000001,32.15712
83.8057,32.54928
84.00585000000001,32.54928
84.20575000000002,32.54928
84.40590000000003,32.54928
84.60575,32.94144
84.80580000000003,32.94144
85.00600000000003,32.54928
85.20695,32.54928
85.40200000000004,32.54928
85.60605000000004,32.94144
85.80600000000004,32.54928
86.00585000000001,32.54928
86.20615000000004,32.94144
86.40590000000003,32.54928
86.60660000000001,32.54928
86.80600000000004,32.54928
87.00155000000001,32.54928
87.20595000000003,32.54928
87.40610000000004,32.54928
87.606,32.54928
87.80619999999999,32.15712
88.00620000000004,31.764960000000002
88.20605,31.764960000000002
88.40615000000003,31.764960000000002
88.60714999999999,24.31392
88.80619999999999,16.47072
89.00620000000004,14.509920000000001
89.20635000000004,14.90208
89.40620000000001,16.86288
89.60624999999999,16.07856
89.80610000000001,15.6864
90.00210000000004,15.29424
90.20615000000004,14.509920000000001
90.40620000000001,14.11776
90.60630000000003,12.54912
90.80630000000002,13.33344
91.00630000000001,15.29424
91.20635000000004,15.6864
91.40635000000003,16.07856
91.60650000000004,15.6864
91.80635000000001,17.6472
92.00630000000001,18.039360000000002
92.2063,18.43152
92.4065,18.039360000000002
92.60630000000003,18.039360000000002
92.80655000000002,18.039360000000002
93.00659999999999,18.039360000000002
93.20640000000003,17.6472
93.40640000000002,17.6472
93.60640000000001,15.29424
93.8066,14.509920000000001
94.00640000000004,12.94128
94.20655,14.11776
94.40645,14.509920000000001
94.60645,15.6864
94.80664999999999,15.29424
95.00650000000002,15.29424
95.20665000000002,15.29424
95.40660000000003,15.29424
95.60655000000003,15.29424
95.80655000000002,15.29424
96.00665000000004,15.29424
96.20660000000004,15.29424
96.4026,15.29424
96.60669999999999,15.29424
96.8066,15.29424
97.00670000000002,15.29424
97.20680000000004,15.29424
97.40665000000001,15.29424
97.60695000000004,15.29424
97.80664999999999,15.29424
98.00665000000004,15.29424
98.20670000000001,14.90208
98.40695,14.90208
98.60675000000003,14.90208
98.80675000000002,14.90208
99.007,14.90208
99.20680000000004,14.509920000000001
99.40705000000003,14.509920000000001
99.60675000000003,14.509920000000001
99.80680000000001,14.509920000000001
100.00685000000004,14.509920000000001
100.20685000000003,14.509920000000001
100.40690000000001,14.509920000000001
100.6069,14.509920000000001
100.80709999999999,14.509920000000001
101.00715000000002,14.509920000000001
101.207,14.509920000000001
101.40705000000003,14.11776
101.60695000000004,14.11776
101.80695000000003,14.11776
102.00720000000001,14.11776
102.20725000000004,14.11776
102.40854999999999,14.11776
102.60705000000002,14.11776
102.80709999999999,14.11776
103.00730000000004,14.11776
103.2072,14.11776
