timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.Dir,CAN_DataFrame.CAN_DataFrame.EDL,CAN_DataFrame.CAN_DataFrame.BRS,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.DataBytes
210.05455000000003,1,0,8,8,0,0,0,7E8,03 41 0D 3A FF FF FF FF
210.07005,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
210.09010000000004,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
210.09455,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
210.11010000000002,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
210.1301,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
210.13450000000003,1,0,8,8,0,0,0,7E8,04 41 1F 01 77 FF FF FF
210.17010000000002,1,0,8,8,1,0,0,7DF,02 01 05 55 55 55 55 55
210.17485000000002,1,0,8,8,0,0,0,7E8,03 41 05 75 FF FF FF FF
210.1901,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
210.21010000000004,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
210.21450000000002,1,0,8,8,0,0,0,7E8,03 41 0B 58 FF FF FF FF
210.23010000000002,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
210.2345,1,0,8,8,0,0,0,7E8,04 41 0C 23 CC FF FF FF
210.2501,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
210.25455000000002,1,0,8,8,0,0,0,7E8,03 41 0D 3A FF FF FF FF
210.27010000000004,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
210.29010000000002,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
210.29455000000004,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
210.3101,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
210.33010000000004,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
210.33455,1,0,8,8,0,0,0,7E8,04 41 1F 01 77 FF FF FF
210.39010000000005,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
210.41010000000003,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
210.41480000000004,1,0,8,8,0,0,0,7E8,03 41 0B 58 FF FF FF FF
210.4301,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
210.43455000000003,1,0,8,8,0,0,0,7E8,04 41 0C 23 EC FF FF FF
210.45015000000004,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
210.45565000000002,1,0,8,8,0,0,0,7E8,03 41 0D 3B FF FF FF FF
210.47010000000003,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
210.4901,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
210.49455000000003,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
210.51015000000004,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
210.53010000000003,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
210.53455,1,0,8,8,0,0,0,7E8,04 41 1F 01 77 FF FF FF
210.59010000000004,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
210.61015,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
210.61460000000002,1,0,8,8,0,0,0,7E8,03 41 0B 57 FF FF FF FF
210.6301,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
210.63465000000005,1,0,8,8,0,0,0,7E8,04 41 0C 24 14 FF FF FF
210.65010000000004,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
210.65465000000003,1,0,8,8,0,0,0,7E8,03 41 0D 3B FF FF FF FF
210.67015,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
210.6901,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
210.69465,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
210.71015000000003,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
210.73015,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
210.73465000000002,1,0,8,8,0,0,0,7E8,04 41 1F 01 77 FF FF FF
210.79010000000002,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
210.81015000000005,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
210.81465,1,0,8,8,0,0,0,7E8,03 41 0B 57 FF FF FF FF
210.83015000000003,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
210.83475,1,0,8,8,0,0,0,7E8,04 41 0C 24 50 FF FF FF
210.85010000000003,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
210.85465000000002,1,0,8,8,0,0,0,7E8,03 41 0D 3B FF FF FF FF
210.87015,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
210.89015000000003,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
210.89465000000004,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
210.91010000000003,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
210.93015,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
210.93480000000002,1,0,8,8,0,0,0,7E8,04 41 1F 01 78 FF FF FF
210.99015,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
211.01015000000004,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
211.01465000000005,1,0,8,8,0,0,0,7E8,03 41 0B 57 FF FF FF FF
211.03015000000002,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
211.03465000000003,1,0,8,8,0,0,0,7E8,04 41 0C 24 78 FF FF FF
211.05015,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
211.0547,1,0,8,8,0,0,0,7E8,03 41 0D 3B FF FF FF FF
211.07015000000004,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
211.09015000000002,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
211.09470000000002,1,0,8,8,0,0,0,7E8,03 41 11 52 FF FF FF FF
211.11015,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
211.13020000000003,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
211.13465000000005,1,0,8,8,0,0,0,7E8,04 41 1F 01 78 FF FF FF
211.17020000000005,1,0,8,8,1,0,0,7DF,02 01 05 55 55 55 55 55
211.1747,1,0,8,8,0,0,0,7E8,03 41 05 76 FF FF FF FF
211.19020000000003,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
211.21015000000003,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
211.21470000000002,1,0,8,8,0,0,0,7E8,03 41 0B 57 FF FF FF FF
211.2302,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
211.2347,1,0,8,8,0,0,0,7E8,04 41 0C 24 A0 FF FF FF
211.25020000000004,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
211.25470000000004,1,0,8,8,0,0,0,7E8,03 41 0D 3C FF FF FF FF
211.27020000000002,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
211.2902,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
211.2947,1,0,8,8,0,0,0,7E8,03 41 11 4E FF FF FF FF
211.31015000000005,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
211.33020000000002,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
211.33470000000003,1,0,8,8,0,0,0,7E8,04 41 1F 01 78 FF FF FF
211.39020000000002,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
211.4102,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
211.4147,1,0,8,8,0,0,0,7E8,03 41 0B 56 FF FF FF FF
211.43020000000004,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
211.43470000000005,1,0,8,8,0,0,0,7E8,04 41 0C 24 CC FF FF FF
211.45020000000002,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
211.45470000000003,1,0,8,8,0,0,0,7E8,03 41 0D 3C FF FF FF FF
211.4702,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
211.49020000000004,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
211.49460000000002,1,0,8,8,0,0,0,7E8,03 41 11 4F FF FF FF FF
211.51020000000003,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
211.5302,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
211.53595000000004,1,0,8,8,0,0,0,7E8,04 41 1F 01 78 FF FF FF
211.5902,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
211.61020000000005,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
211.61460000000002,1,0,8,8,0,0,0,7E8,03 41 0B 55 FF FF FF FF
211.63020000000003,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
211.6346,1,0,8,8,0,0,0,7E8,04 41 0C 24 F4 FF FF FF
211.6502,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
211.65455,1,0,8,8,0,0,0,7E8,03 41 0D 3C FF FF FF FF
211.67020000000005,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
211.69020000000003,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
211.6946,1,0,8,8,0,0,0,7E8,03 41 11 4F FF FF FF FF
211.71020000000001,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
211.7302,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
211.73460000000003,1,0,8,8,0,0,0,7E8,04 41 1F 01 78 FF FF FF
211.7902,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
211.81020000000004,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
211.8146,1,0,8,8,0,0,0,7E8,03 41 0B 56 FF FF FF FF
211.83020000000002,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
211.83485000000005,1,0,8,8,0,0,0,7E8,04 41 0C 25 24 FF FF FF
211.8502,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
211.85485000000003,1,0,8,8,0,0,0,7E8,03 41 0D 3D FF FF FF FF
211.87020000000004,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
211.89020000000002,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
211.8946,1,0,8,8,0,0,0,7E8,03 41 11 51 FF FF FF FF
211.9102,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
211.93020000000004,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
211.93465,1,0,8,8,0,0,0,7E8,04 41 1F 01 79 FF FF FF
211.99020000000004,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
212.01020000000003,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
212.0146,1,0,8,8,0,0,0,7E8,03 41 0B 56 FF FF FF FF
212.0302,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
212.03485000000003,1,0,8,8,0,0,0,7E8,04 41 0C 25 44 FF FF FF
212.05025000000003,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
212.05460000000002,1,0,8,8,0,0,0,7E8,03 41 0D 3D FF FF FF FF
212.07020000000003,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
212.0902,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
212.09475,1,0,8,8,0,0,0,7E8,03 41 11 51 FF FF FF FF
212.11025000000004,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
212.13025000000002,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
212.13475000000003,1,0,8,8,0,0,0,7E8,04 41 1F 01 79 FF FF FF
212.17025000000004,1,0,8,8,1,0,0,7DF,02 01 05 55 55 55 55 55
212.17500000000004,1,0,8,8,0,0,0,7E8,03 41 05 76 FF FF FF FF
212.19025000000002,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
212.21025,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
212.21465000000003,1,0,8,8,0,0,0,7E8,03 41 0B 56 FF FF FF FF
212.23025000000004,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
212.23535,1,0,8,8,0,0,0,7E8,04 41 0C 25 70 FF FF FF
212.25025000000002,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
212.25465,1,0,8,8,0,0,0,7E8,03 41 0D 3D FF FF FF FF
212.27025,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
