timestamps,S1_PID_05_EngineCoolantTemp
372.0263,91.0
373.02555000000007,91.0
374.02639999999997,91.0
375.02625,91.0
376.02625,91.0
377.02639999999997,91.0
378.0262,91.0
379.02625,91.0
380.02635,91.0
381.02660000000003,91.0
382.02639999999997,91.0
383.02665,91.0
384.02645000000007,91.0
385.02639999999997,91.0
386.02655000000004,91.0
387.02655000000004,91.0
388.02660000000003,91.0
389.02665,91.0
390.02695000000006,91.0
391.02695000000006,92.0
392.02695000000006,92.0
393.02695000000006,92.0
394.02700000000004,93.0
395.0271,93.0
396.02729999999997,93.0
397.02755,93.0
398.02740000000006,93.0
399.02735000000007,93.0
400.02750000000003,94.0
401.02755,94.0
402.0276,94.0
403.02765,94.0
404.0277,94.0
405.02780000000007,94.0
406.02785000000006,94.0
407.02790000000005,94.0
408.028,94.0
409.02819999999997,94.0
410.02815,94.0
451.03110000000004,95.0
452.03110000000004,95.0
453.03115,95.0
454.03145000000006,95.0
455.0313,95.0
456.03135,96.0
457.03155000000004,96.0
458.0317,96.0
459.03155000000004,96.0
460.03165,96.0
461.0318,96.0
462.0318,97.0
463.03195000000005,97.0
464.03190000000006,98.0
465.03200000000004,98.0
466.0322,98.0
467.03225,98.0
468.0322,98.0
469.03225,98.0
470.03240000000005,98.0
471.0327,98.0
472.0325,98.0
473.03460000000007,98.0
474.0326,98.0
475.0327,98.0
476.03274999999996,98.0
477.03285000000005,98.0
478.03290000000004,98.0
479.03295,98.0
480.0331,98.0
481.03325000000007,98.0
482.03319999999997,98.0
483.03345,98.0
484.03454999999997,98.0
485.03340000000003,99.0
486.03345,99.0
487.03355,99.0
488.0336,99.0
489.03454999999997,99.0
490.03499999999997,99.0
491.03445,99.0
492.0345,99.0
493.03445,99.0
494.03445,99.0
495.03445,99.0
496.03445,99.0
497.03445,99.0
498.03445,99.0
499.03445,99.0
500.03445,99.0
501.03454999999997,99.0
502.03495,99.0
503.03465000000006,99.0
504.03475000000003,99.0
505.0349,99.0
506.03485,98.0
507.03495,97.0
508.03510000000006,94.0
509.03515000000004,91.0
510.0353,88.0
511.03525,84.0
512.0353,83.0
513.0354,82.0
514.03545,81.0
515.0355000000001,81.0
516.0355500000001,80.0
517.03585,80.0
518.0358,80.0
519.03585,81.0
520.0359,81.0
521.0359500000001,81.0
522.0360000000001,81.0
523.03605,82.0
524.0361,82.0
525.0362,82.0
526.03665,83.0
527.03635,83.0
540.0373500000001,85.0
541.0373500000001,85.0
542.0377500000001,85.0
544.03755,85.0
545.03765,86.0
546.03785,86.0
547.0377500000001,86.0
548.0379,86.0
549.0379,86.0
550.038,86.0
551.03805,86.0
552.03815,87.0
553.0383,87.0
554.0383,87.0
555.0383,87.0
556.03845,87.0
