timestamps,ParameterID_Service01
10.2808,17
10.321050000000014,31
10.400750000000016,11
10.421050000000008,12
10.440750000000008,13
10.48075,17
10.522350000000017,31
10.60080000000002,11
10.621200000000016,12
10.636750000000006,13
10.681100000000015,17
10.720850000000013,31
10.80095,11
10.820900000000023,12
10.84095000000002,13
10.881050000000016,17
10.920900000000017,31
11.000900000000001,11
11.021150000000006,12
11.041050000000013,13
11.080849999999998,17
11.121050000000025,31
11.161250000000024,5
11.200900000000019,11
11.220950000000016,12
11.241100000000017,13
11.280900000000003,17
11.321150000000017,31
11.401100000000014,11
11.421050000000008,12
11.440950000000015,13
11.48090000000002,17
11.521250000000009,31
11.601850000000013,11
11.621499999999997,12
11.64100000000002,13
11.681100000000015,17
11.720950000000016,31
11.796450000000021,11
11.821200000000005,12
11.84095000000002,13
11.880900000000025,17
11.920900000000017,31
12.000850000000014,11
12.02095,12
12.041150000000016,13
12.080849999999998,17
12.121250000000003,31
12.160950000000014,5
12.201150000000013,11
12.221000000000004,12
12.24090000000001,13
12.280900000000003,17
12.316500000000019,31
12.400900000000007,11
12.42100000000002,12
12.441100000000006,13
12.481000000000023,17
12.521100000000018,31
12.600999999999999,11
12.621350000000007,12
12.641050000000007,13
12.680900000000008,17
12.720950000000016,31
12.800900000000013,11
12.821300000000008,12
12.841050000000024,13
12.880900000000025,17
12.92100000000002,31
13.001100000000008,11
13.021050000000002,12
13.040900000000022,13
13.08110000000002,17
13.121550000000013,31
13.162150000000025,5
13.20105000000001,11
13.22120000000001,12
13.24120000000002,13
13.280950000000018,17
13.321300000000008,31
13.400950000000023,11
13.421100000000024,12
13.436900000000009,13
13.480950000000007,17
13.521250000000009,31
13.601050000000015,11
13.621050000000025,12
13.640950000000004,13
13.680950000000024,17
13.72105000000002,31
13.801150000000007,11
13.821200000000005,12
13.841050000000024,13
13.88115000000002,17
13.921400000000006,31
14.001000000000005,11
14.021150000000006,12
14.041000000000025,13
14.081000000000017,17
14.1216,31
14.161100000000005,5
14.201150000000013,11
14.221150000000023,12
14.241000000000014,13
14.281050000000022,17
14.321150000000017,31
14.401100000000014,11
14.421550000000025,12
14.44120000000001,13
14.481099999999998,17
14.521150000000006,31
14.601050000000015,11
14.622300000000024,12
14.64115000000001,13
14.681300000000022,17
14.72120000000001,31
14.797000000000025,11
14.821200000000005,12
14.841050000000024,13
14.881050000000016,17
14.921450000000021,31
15.00105000000002,11
15.021200000000022,12
15.041200000000003,13
15.081150000000008,17
15.121350000000007,31
15.161850000000015,5
15.2012,11
15.221800000000002,12
15.24120000000002,13
15.28110000000001,17
15.321300000000008,31
15.401100000000014,11
15.421250000000015,12
15.44135,13
15.477300000000014,17
15.5214,31
15.601350000000025,11
15.621250000000003,12
15.641250000000014,13
15.682299999999998,17
15.721400000000017,31
15.801150000000007,11
15.821300000000008,12
15.841100000000012,13
15.88130000000001,17
15.921199999999999,31
16.00125,11
16.021600000000007,12
16.04140000000001,13
16.081200000000024,17
16.121350000000007,31
16.16115000000002,5
16.201250000000016,11
16.22165000000001,12
16.2414,13
16.277300000000025,17
16.32125000000002,31
16.402500000000003,11
16.421400000000006,12
16.44115000000002,13
16.481300000000005,17
16.521650000000022,31
16.601200000000006,11
16.621400000000023,12
16.64115000000001,13
16.68120000000002,17
16.72135,31
16.80125000000001,11
16.822450000000003,12
16.841250000000002,13
16.881200000000007,17
16.921400000000006,31
17.00120000000001,11
17.021300000000025,12
17.041300000000007,13
17.0813,17
17.121800000000007,31
17.161500000000018,5
17.201250000000016,11
17.221450000000004,12
17.241250000000008,13
17.281350000000003,17
17.317200000000014,31
17.401350000000008,11
17.42145000000002,12
17.441550000000007,13
17.481450000000024,17
17.5214,31
17.601350000000025,11
17.62175000000002,12
17.64145000000002,13
17.681400000000025,17
17.721450000000004,31
17.801350000000014,11
17.821500000000015,12
17.841350000000006,13
17.881349999999998,17
17.91720000000001,31
18.001350000000002,11
18.021500000000003,12
18.04125000000002,13
18.081500000000005,17
18.121650000000017,31
18.162450000000007,5
18.201300000000003,11
18.221550000000008,12
18.2414,13
18.281300000000016,17
18.321500000000015,31
18.40130000000002,11
18.421750000000003,12
18.43685000000002,13
18.481300000000005,17
18.52155000000002,31
18.60130000000001,11
18.6216,12
18.641400000000004,13
18.681400000000025,17
18.72165000000001,31
18.80155000000002,11
18.821600000000018,12
18.84145000000001,13
18.88130000000001,17
18.91730000000001,31
19.001600000000025,11
19.021500000000003,12
19.041450000000026,13
19.081400000000002,17
19.1216,31
19.16135,5
19.201450000000023,11
19.2217,12
19.24135000000001,13
19.281350000000003,17
19.321600000000018,31
19.402600000000007,11
19.421550000000025,12
19.44135,13
19.481400000000008,17
19.52155000000002,31
19.601650000000006,11
19.62145000000001,12
19.64145000000002,13
19.68135000000001,17
19.72135,31
19.8014,11
19.82145,12
19.84220000000002,13
19.881349999999998,17
19.92145000000002,31
20.001400000000018,11
20.02170000000001,12
20.04140000000001,13
20.081400000000002,17
20.121650000000017,31
20.161750000000012,5
20.201700000000017,11
20.22150000000002,12
20.237400000000008,13
20.281450000000007,17
20.321600000000018,31
20.4015,11
20.42150000000001,12
20.441450000000003,13
20.481450000000024,17
20.521500000000003,31
20.601550000000003,11
20.6216,12
20.64145000000002,13
20.681450000000012,17
20.72150000000002,31
20.80155000000002,11
20.82170000000002,12
20.841500000000025,13
20.881500000000017,17
20.921700000000016,31
21.001650000000012,11
21.02155000000002,12
21.04155,13
21.08155000000002,17
21.121700000000004,31
21.161700000000025,5
21.201700000000017,11
21.221600000000024,12
21.24170000000001,13
21.281600000000026,17
21.321600000000018,31
21.401600000000002,11
21.421700000000016,12
21.441600000000022,13
21.481600000000014,17
21.522800000000018,31
21.60160000000002,11
21.6216,12
21.641700000000014,13
21.681600000000003,17
21.72150000000002,31
21.801500000000004,11
21.821550000000002,12
21.84265000000002,13
21.881500000000017,17
21.921700000000016,31
22.00150000000002,11
22.021600000000007,12
22.04155,13
22.08155000000002,17
22.121800000000007,31
22.161700000000025,5
22.201550000000026,11
22.221550000000008,12
22.241550000000018,13
22.28155000000001,17
22.321650000000005,31
22.401550000000015,11
22.421550000000025,12
22.441850000000017,13
22.48155,17
22.52155000000002,31
22.60160000000002,11
22.62175000000002,12
22.64165,13
22.681550000000016,17
22.72165000000001,31
22.80170000000001,11
22.82170000000002,12
22.841950000000026,13
22.88160000000002,17
22.921600000000012,31
23.001600000000025,11
23.021800000000013,12
23.041600000000017,13
23.08160000000001,17
23.121700000000004,31
23.16160000000002,5
23.19765000000001,11
23.2217,12
23.24170000000001,13
23.281650000000013,17
23.32170000000002,31
23.401650000000018,11
23.41765000000001,12
23.44165000000001,13
23.481650000000002,17
23.521800000000013,31
23.60160000000002,11
23.621850000000023,12
23.64165,13
23.68165000000002,17
23.72165000000001,31
23.801650000000024,11
23.82175000000001,12
23.84190000000001,13
23.881850000000014,17
23.92165,31
24.001800000000003,11
24.021900000000016,12
24.04170000000002,13
24.081650000000025,17
24.121800000000007,31
24.161700000000025,5
24.201700000000017,11
24.2218,12
24.24170000000001,13
24.2817,17
24.32170000000002,31
24.401700000000005,11
24.41730000000001,12
24.441700000000026,13
24.48180000000002,17
24.52170000000001,31
24.601700000000022,11
24.622000000000014,12
24.641700000000014,13
24.682000000000016,17
24.72200000000001,31
24.80170000000001,11
24.821800000000025,12
24.84190000000001,13
24.881700000000023,17
24.92180000000002,31
25.0017,11
25.02185,12
25.041750000000008,13
25.08190000000002,17
25.122150000000005,31
25.161750000000012,5
25.20180000000002,11
25.221750000000014,12
25.241800000000012,13
25.281750000000017,17
25.321850000000012,31
25.40180000000001,11
25.42195000000001,12
25.441750000000013,13
25.48185000000001,17
25.521800000000013,31
25.60175000000001,11
25.621800000000007,12
25.641800000000018,13
25.681750000000022,17
25.7218,31
25.801800000000014,11
25.8219,12
25.84190000000001,13
25.882150000000024,17
25.92180000000002,31
26.001800000000003,11
26.02215000000001,12
26.041800000000023,13
26.081800000000015,17
26.122000000000014,31
26.161850000000015,5
26.201850000000007,11
26.221850000000018,12
26.24260000000001,13
26.281800000000004,17
26.3219,31
26.40180000000001,11
26.422000000000025,12
26.441850000000017,13
26.48185000000001,17
26.52185,31
26.60220000000001,11
26.62190000000001,12
26.641850000000005,13
26.681850000000026,17
26.72195000000002,31
26.80185,11
26.821850000000012,12
26.841850000000022,13
26.881850000000014,17
26.92195000000001,31
27.00185000000002,11
27.021950000000004,12
27.04185000000001,13
27.081850000000003,17
27.12190000000001,31
27.161900000000003,5
27.201900000000023,11
27.222250000000003,12
27.24200000000002,13
27.281900000000007,17
27.3219,31
27.397500000000008,11
27.422000000000025,12
27.441900000000004,13
27.481900000000024,17
27.52200000000002,31
27.6019,11
27.62190000000001,12
27.64195000000001,13
27.681900000000013,17
27.721900000000005,31
27.801950000000005,11
27.8219,12
27.84190000000001,13
27.882000000000005,17
27.92195000000001,31
28.001950000000022,11
28.022100000000023,12
28.041950000000014,13
28.081950000000006,17
28.12195,31
28.162000000000006,5
28.201999999999998,11
28.222050000000024,12
28.242050000000006,13
28.281950000000023,17
28.322150000000022,31
28.40195,11
28.4221,12
28.442000000000007,13
28.482200000000006,17
28.522200000000026,31
28.602000000000004,11
28.62220000000002,12
28.6421,13
28.682000000000016,17
28.72200000000001,31
28.80200000000002,11
28.822100000000006,12
28.84235000000001,13
28.882000000000005,17
28.922000000000025,31
29.00200000000001,11
29.02200000000002,12
29.042100000000005,13
29.082000000000022,17
29.12205,31
29.162050000000022,5
29.202050000000014,11
29.22215,12
29.242050000000006,13
29.282050000000027,17
29.322150000000022,31
29.402050000000003,11
29.422300000000007,12
29.442050000000023,13
29.482050000000015,17
29.522350000000017,31
29.60205000000002,11
29.622150000000005,12
29.642050000000012,13
29.682050000000004,17
29.72215,31
29.80205000000001,11
29.822100000000006,12
29.84205,13
29.88205000000002,17
29.922200000000004,31
30.002050000000025,11
30.022350000000017,12
50.84360000000001,13
50.8836,17
50.92365000000001,31
50.999300000000005,11
51.02385000000001,12
51.043600000000026,13
51.07925,17
51.123700000000014,31
51.16365000000002,5
51.20365000000001,11
51.22370000000001,12
51.24370000000002,13
51.28360000000001,17
51.32360000000003,31
51.40380000000002,11
51.42375000000001,12
51.44365000000002,13
51.48365000000001,17
51.52385000000001,31
51.603650000000016,11
51.623700000000014,12
51.64365000000001,13
51.683550000000025,17
51.72370000000001,31
51.80355,11
51.82355000000001,12
51.84355000000002,13
51.883700000000005,17
51.923700000000025,31
52.003750000000025,11
52.02370000000002,12
52.04355000000001,13
52.08360000000002,17
52.12375,31
52.1636,5
52.20360000000002,11
52.22400000000002,12
52.243600000000015,13
52.28370000000001,17
52.323800000000006,31
52.40360000000001,11
52.423700000000025,12
52.44365000000002,13
52.483600000000024,17
52.524,31
52.6045,11
52.62395000000001,12
52.64375000000001,13
52.68360000000001,17
52.72380000000001,31
52.803650000000005,11
52.82390000000001,12
52.843650000000025,13
52.88365000000002,17
52.92395000000002,31
53.00365000000002,11
53.023900000000026,12
53.043650000000014,13
53.083950000000016,17
53.123700000000014,31
53.163700000000006,5
53.203700000000026,11
53.21980000000002,12
53.244,13
53.28385,17
53.32385000000002,31
53.403700000000015,11
53.4239,12
53.44370000000001,13
53.48370000000003,17
53.523900000000026,31
53.6037,11
53.623850000000004,12
53.643700000000024,13
53.683700000000016,17
53.723900000000015,31
53.803800000000024,11
53.823950000000025,12
53.84375,13
53.88380000000001,17
53.9239,31
54.00385,11
54.02395000000001,12
54.04450000000003,13
54.083800000000025,17
54.12390000000002,31
54.163850000000025,5
54.203750000000014,11
54.22395,12
54.24395000000001,13
54.28385,17
54.323950000000025,31
54.403850000000006,11
54.42395000000002,12
54.44375000000002,13
54.483750000000015,17
54.52385000000001,31
54.60375000000002,11
54.624000000000024,12
54.6439,13
54.68385000000001,17
54.72385000000003,31
54.80375000000001,11
54.82400000000001,12
54.84375,13
54.88380000000001,17
54.9238,31
55.00380000000001,11
55.02405000000002,12
55.043800000000005,13
55.084,17
55.124000000000024,31
55.16410000000002,5
55.2038,11
55.22410000000002,12
55.244050000000016,13
55.283800000000014,17
55.32415,31
55.405100000000004,11
55.424150000000026,12
55.443850000000026,13
55.48395000000002,17
55.524,31
55.60385000000002,11
55.62410000000003,12
55.643850000000015,13
55.68385000000001,17
55.72385000000003,31
55.80385000000001,11
55.824100000000016,12
55.84385,13
55.883850000000024,17
55.923850000000016,31
56.00385,11
56.024100000000004,12
56.04420000000002,13
56.08385000000001,17
56.1242,31
56.163850000000025,5
56.203900000000004,11
56.22415000000001,12
56.243900000000025,13
56.28385,17
56.32390000000001,31
56.40390000000002,11
56.42395000000002,12
56.44390000000001,13
56.483900000000006,17
56.523900000000026,31
56.60390000000001,11
56.624150000000014,12
56.64405000000002,13
56.68390000000002,17
56.72400000000002,31
56.80390000000003,11
56.824850000000026,12
56.84390000000002,13
56.88390000000001,17
56.9239,31
57.003900000000016,11
57.02430000000001,12
57.04405000000003,13
57.08390000000003,17
57.12410000000003,31
57.16425000000001,5
57.20395000000002,11
57.22415000000001,12
57.24395000000001,13
57.283950000000004,17
57.32405000000003,31
57.40395000000001,11
57.424150000000026,12
57.44395,13
57.48395000000002,17
57.52420000000001,31
57.604150000000004,11
57.624300000000005,12
57.64405000000002,13
57.6841,17
57.724200000000025,31
57.804,11
57.82405000000003,12
57.84400000000002,13
57.88405,17
57.92430000000002,31
58.00400000000002,11
58.02405000000002,12
58.043950000000024,13
58.084250000000026,17
58.124150000000014,31
58.16405,5
58.20525000000001,11
58.22425000000001,12
58.24400000000003,13
58.28400000000002,17
58.32405000000003,31
58.404150000000016,11
58.42425,12
58.44400000000002,13
58.484050000000025,17
58.52405000000002,31
58.60405,11
58.62425000000002,12
58.64405000000002,13
58.68405000000001,17
58.72430000000003,31
58.80420000000001,11
58.824100000000016,12
58.84405000000001,13
58.88405,17
58.92430000000002,31
59.00415000000001,11
59.024400000000014,12
59.04405000000003,13
59.08405000000002,17
59.12410000000003,31
59.16420000000002,5
59.20410000000001,11
59.224350000000015,12
59.2441,13
59.284100000000024,17
59.32420000000002,31
59.40410000000003,11
59.42410000000001,12
59.44410000000002,13
59.48410000000001,17
59.524400000000014,31
59.60410000000002,11
59.62435000000002,12
59.644300000000015,13
59.6841,17
59.724200000000025,31
59.80430000000001,11
59.82420000000002,12
59.844100000000026,13
59.88410000000002,17
59.924150000000026,31
60.00415000000001,11
60.02435000000003,12
60.044100000000014,13
60.08415000000002,17
60.124150000000014,31
60.164300000000026,5
60.204200000000014,11
60.2244,12
60.24415000000002,13
60.28415000000001,17
60.32435000000001,31
60.404150000000016,11
60.42460000000003,12
60.44420000000002,13
60.4846,17
60.52420000000001,31
60.604450000000014,11
60.6242,12
60.64420000000001,13
60.684200000000004,17
60.724200000000025,31
60.80420000000001,11
60.82545000000002,12
60.84425000000002,13
60.88425000000001,17
60.924350000000004,31
61.00425000000001,11
61.02445,12
61.04435000000001,13
61.085350000000005,17
61.12440000000001,31
61.164300000000026,5
61.20430000000002,11
61.22445000000002,12
61.24440000000001,13
61.284400000000005,17
61.324400000000026,31
61.40435000000002,11
61.424350000000004,12
61.444350000000014,13
61.484350000000006,17
61.52425000000002,31
61.60425000000001,11
61.624450000000024,12
61.64425000000003,13
61.68425000000002,17
61.724350000000015,31
61.804250000000025,11
61.8245,12
61.84425000000002,13
61.8845,17
61.92425,31
62.00425000000001,11
62.02430000000001,12
62.044250000000005,13
62.08420000000001,17
62.124600000000015,31
62.164300000000026,5
62.20430000000002,11
62.22455000000002,12
62.24430000000001,13
62.2843,17
62.32445000000001,31
62.404300000000006,11
62.424650000000014,12
62.44430000000003,13
62.48430000000002,17
62.524400000000014,31
62.60430000000002,11
62.62450000000001,12
62.644300000000015,13
62.68440000000001,17
62.724500000000006,31
62.80430000000001,11
62.8245,12
62.844300000000004,13
62.88545000000002,17
62.92430000000002,31
63.00435000000002,11
63.024550000000005,12
63.04435000000001,13
63.08430000000001,17
63.12455000000003,31
63.16550000000001,5
63.204350000000005,11
63.224650000000025,12
63.24440000000001,13
63.28435000000002,17
63.324600000000004,31
63.40435000000002,11
63.42460000000003,12
63.444350000000014,13
63.484350000000006,17
63.52460000000002,31
63.60465000000002,11
63.624600000000015,12
63.64435,13
63.684650000000005,17
63.7244,31
63.804400000000015,11
63.824600000000004,12
63.84440000000001,13
63.88440000000003,17
63.92455000000001,31
64.0044,11
64.02460000000002,12
64.04555000000002,13
64.08440000000002,17
64.12460000000002,31
64.1644,5
64.20445000000001,11
64.22470000000001,12
64.24465000000001,13
64.2844,17
64.3246,31
64.40445000000003,11
64.4247,12
64.44445000000002,13
64.48445000000001,17
64.52460000000002,31
64.60455000000002,11
64.62470000000002,12
64.64445,13
64.68555,17
64.72480000000002,31
64.80465000000001,11
64.82485000000003,12
64.84450000000001,13
64.8845,17
64.92465000000001,31
65.00450000000001,11
65.02475000000001,12
65.04450000000003,13
65.08465000000001,17
65.12070000000003,31
65.16460000000001,5
65.20460000000003,11
65.22580000000002,12
65.24460000000002,13
65.28460000000001,17
65.32480000000001,31
65.40465,11
65.42500000000001,12
65.44460000000001,13
65.48460000000003,17
65.52480000000003,31
65.60465000000002,11
65.62490000000003,12
65.64465000000001,13
65.68465,17
65.72505000000001,31
65.80475000000001,11
65.82495,12
65.84470000000002,13
65.88470000000001,17
65.92475000000002,31
66.00470000000001,11
66.02495000000002,12
66.04475000000002,13
66.08565000000002,17
66.12480000000002,31
66.16480000000001,5
66.20455000000001,11
66.22480000000002,12
66.24455,13
66.28455000000002,17
66.32500000000002,31
66.40455000000003,11
66.42500000000001,12
66.44480000000001,13
66.48460000000003,17
66.52465000000001,31
66.6046,11
66.62460000000002,12
66.64460000000003,13
66.68460000000002,17
66.72455000000002,31
66.80035000000001,11
66.8246,12
66.84460000000001,13
66.8846,17
66.92465000000001,31
67.00495000000001,11
67.025,12
67.0447,13
67.08460000000002,17
67.12470000000002,31
67.16500000000002,5
67.20465000000002,11
67.22465000000003,12
67.245,13
67.28505000000001,17
67.32480000000001,31
67.40465,11
67.4247,12
67.44505000000001,13
67.48465000000002,17
67.52505000000002,31
67.60475000000002,11
67.62465,12
67.64485000000002,13
67.68465,17
67.72475000000003,31
67.80465000000001,11
67.82465000000002,12
67.8451,13
67.88475000000003,17
67.9247,31
68.00480000000002,11
68.02470000000002,12
68.04465000000002,13
68.08485000000002,17
68.12470000000002,31
68.16045000000003,5
68.2048,11
68.22475000000003,12
68.24585000000002,13
68.28470000000002,17
68.32485000000003,31
68.40480000000002,11
68.42490000000001,12
68.44475000000003,13
68.48090000000002,17
68.52470000000002,31
68.60475000000002,11
68.62495000000001,12
68.64585000000002,13
68.68485000000001,17
68.72475000000003,31
68.80475000000001,11
68.82560000000001,12
68.84470000000002,13
68.88495,17
68.92490000000001,31
69.00480000000002,11
69.02485000000001,12
69.04495000000003,13
69.08485000000002,17
69.12500000000003,31
69.16480000000004,5
69.20500000000001,11
69.22510000000003,12
69.24485000000001,13
69.28479999999999,17
69.32490000000004,31
69.405,11
69.42500000000004,12
69.44500000000002,13
69.48100000000002,17
69.5248,31
69.60495,11
69.62500000000003,12
69.64490000000004,13
69.68480000000002,17
69.72479999999999,31
69.80500000000004,11
69.82050000000001,12
69.84479999999999,13
69.88480000000001,17
69.92485000000002,31
70.00480000000002,11
70.025,12
70.04485000000003,13
70.08500000000001,17
70.12500000000003,31
70.16485000000003,5
70.20490000000004,11
70.22505000000004,12
70.24485000000001,13
70.28485000000003,17
70.32490000000004,31
70.40485000000004,11
70.42505000000003,12
70.44489999999999,13
70.48485000000002,17
70.52490000000003,31
70.60490000000001,11
70.62505000000002,12
70.64490000000004,13
70.68495000000004,17
70.72495,31
70.80500000000004,11
70.82500000000002,12
70.84505000000004,13
70.88495000000003,17
70.92515,31
71.00495000000004,11
71.025,12
71.0452,13
71.08495000000002,17
71.12495000000004,31
71.16499999999999,5
71.20500000000001,11
71.22510000000003,12
71.24500000000003,13
71.285,17
71.32500000000002,31
71.405,11
71.42510000000001,12
71.44500000000002,13
71.48515,17
71.525,31
71.60495,11
71.62495000000004,12
71.64490000000004,13
71.68495000000004,17
71.725,31
71.80109999999999,11
71.82520000000002,12
71.84505000000004,13
71.88505,17
71.92505000000003,31
72.00505000000001,11
72.025,12
72.04495,13
72.08495000000002,17
72.1251,31
72.16495,5
72.20500000000001,11
72.22545,12
72.24500000000003,13
72.285,17
72.32515000000004,31
72.405,11
72.42515,12
72.44500000000002,13
72.48500000000004,17
72.52505,31
72.60499999999999,11
72.62500000000003,12
72.64500000000001,13
72.6856,17
72.72510000000003,31
72.80500000000004,11
72.8253,12
72.84510000000003,13
72.88515000000004,17
72.92515,31
73.00515000000004,11
73.02510000000004,12
73.04515,13
73.08515000000003,17
73.12505000000002,31
73.1652,5
73.20515000000003,11
73.22515000000001,12
73.24515,13
73.28510000000003,17
73.32515000000004,31
73.40504999999999,11
73.42525000000003,12
73.44505000000001,13
73.48515,17
73.52529999999999,31
73.60505000000003,11
73.62525000000002,12
73.64505,13
73.6851,17
73.7252,31
73.80510000000001,11
73.8253,12
73.84545,13
73.88505,17
73.92075000000003,31
74.0051,11
74.02529999999999,12
74.0454,13
74.08510000000004,17
74.1251,31
74.16510000000002,5
74.20515000000003,11
74.22530000000003,12
74.24515,13
74.28510000000003,17
74.32525000000001,31
74.40535000000003,11
74.42525000000003,12
74.4451,13
74.48515,17
74.52525,31
74.60515000000001,11
74.62514999999999,12
74.64515000000003,13
74.68515,17
74.72530000000003,31
74.80530000000002,11
74.82535000000004,12
74.84515000000002,13
74.88515000000004,17
74.92515,31
75.00534999999999,11
75.02525,12
75.04515,13
75.08515000000003,17
75.12520000000004,31
75.1652,5
75.20520000000002,11
75.22540000000001,12
75.24520000000004,13
75.28535000000002,17
75.32535000000004,31
75.40549999999999,11
75.42545000000004,12
75.44520000000003,13
75.48519999999999,17
75.52525,31
75.6052,11
75.6265,12
75.64520000000002,13
75.68539999999999,17
75.7252,31
75.80520000000004,11
75.82520000000002,12
75.8452,13
75.88630000000003,17
75.92525000000003,31
76.00520000000003,11
76.02525,12
76.04530000000003,13
76.08535000000003,17
76.12525000000002,31
76.16525000000004,5
76.20540000000003,11
76.22560000000001,12
76.24525000000003,13
